gene_id	4438	4460	4474	4501	4510	4520	DC1MINUS	DC2MINUES	DC2PLUS	DC4MINUS	DC4PLUS	MischiefMinus	MischiefPlus	X2654MINUS	X2654PLUS
LOC101097015	0	0	0	1	0	0	0	0	0	0	0	28	31	0	0
LOC101098984	0	0	0	0	0	0	0	0	0	0	0	12	16	0	0
AMOTL1	9	7	5	8	24	6	945	765	724	821	1016	291	374	647	726
CEP295	3256	2528	2785	1520	594	1667	782	857	708	904	1201	392	316	475	591
UBTFL1	0	1	1	1	4	1	2	0	1	0	0	52	39	0	4
PICALM	5098	4640	5543	3060	1210	3179	7116	8607	6622	10106	13829	748	450	6590	8269
TMEM126A	336	292	269	116	58	199	851	949	749	1085	1330	24	16	600	774
USP35	90	67	113	61	44	93	146	226	185	172	231	127	198	150	167
INTS4	887	791	791	507	188	530	863	906	734	870	1056	182	204	558	626
POLD3	694	571	757	569	203	553	361	315	252	447	723	265	261	171	263
C2CD3	959	895	901	712	304	691	609	624	472	493	634	437	580	300	294
LOC101096761	86	72	78	28	21	76	140	119	113	180	208	86	68	120	105
MRPL48	423	378	424	225	81	278	539	474	423	430	563	118	106	263	295
ANAPC15	278	300	344	217	63	239	424	419	382	456	672	201	122	282	341
LOC101086175	159	153	124	81	61	134	72	57	55	78	104	330	393	41	43
ART5	1	3	3	1	5	1	1	4	0	0	0	79	101	0	0
PGAP2	113	84	117	69	28	91	229	189	176	160	248	84	129	241	243
LOC101089643	31	29	20	5	11	14	32	33	37	27	33	42	40	15	21
LOC101082941	0	1	1	1	5	0	0	0	0	0	0	45	54	0	0
LOC101089798	0	0	0	1	3	0	0	0	0	0	0	23	30	0	0
SMPD1	270	263	333	137	65	200	1222	1562	1486	1231	1410	88	86	1366	1432
ZNF214	1	3	1	2	6	2	16	20	13	21	28	56	56	14	15
LOC101080323	1	0	0	1	2	4	0	0	0	0	0	29	43	0	0
RIC3	121	93	104	64	60	105	32	48	63	17	29	127	139	24	40
RRAS2	1588	1200	1380	1093	255	930	3489	3367	2645	2893	4091	200	126	3724	5011
ANO5	2	2	4	2	18	5	121	4	5	12	10	135	172	0	3
PARVA	7	14	3	8	9	4	10520	12264	10315	10589	12488	120	238	16415	19594
FIBIN	1	0	1	1	4	0	792	379	358	1610	2093	50	47	30	73
KCNA4	1	1	0	3	15	1	1	1	3	1	0	113	164	0	0
RCN1	591	609	438	303	100	384	11718	13951	11457	12611	17021	69	53	10655	13996
NAT10	462	389	361	242	97	276	338	332	313	306	471	389	403	318	312
PAMR1	6	3	4	4	23	1	21	17	13	74	87	211	338	82	91
ALKBH3	391	367	369	198	75	280	323	401	335	369	452	103	128	202	309
RAPSN	2	2	4	2	4	1	0	0	0	0	2	52	60	0	0
LOC101089645	0	0	0	1	2	1	0	0	0	0	0	57	83	0	0
LOC102899058	1	0	1	0	3	1	0	0	0	0	0	23	21	0	0
APLNR	6	2	6	2	11	2	0	0	0	0	0	94	100	0	0
SMTNL1	11	9	6	3	11	6	0	1	0	1	0	55	69	0	1
SERPING1	2	3	1	1	7	0	589	1241	1054	430	688	182	149	701	692
LOC102901994	4	29	6	9	16	22	0	0	0	0	0	58	83	0	0
LOC101101165	4	1	3	1	5	5	0	0	0	2	0	105	100	0	0
CD5	1387	1482	1077	333	158	1033	0	0	0	0	1	460	294	0	0
TMEM216	46	54	25	22	14	33	53	89	80	62	70	71	85	71	69
CPSF7	827	653	692	574	206	515	464	454	368	559	734	204	170	277	306
TMEM258	317	381	417	187	81	329	489	691	607	701	816	43	58	429	442
LOC101086924	3	6	5	39	6	10	0	0	0	0	0	42	53	0	0
UBXN1	1397	1417	1504	783	318	1148	977	1073	963	1268	1628	370	229	626	739
PRDX5	954	707	1057	580	235	763	1993	1958	1750	1784	2184	109	49	2245	2539
TMEM262	31	18	30	25	9	20	31	31	20	33	53	40	31	15	13
MUS81	431	512	390	233	98	363	369	477	351	554	645	67	70	308	413
CATSPER1	2	5	2	5	17	1	0	0	0	0	0	128	142	0	0
RHOD	8	8	7	7	5	6	283	154	133	190	293	40	54	100	72
ANKRD13D	250	206	213	135	62	173	194	255	202	314	394	139	100	207	248
CSTF2T	426	253	328	326	97	321	360	323	302	413	583	291	193	179	254
IFIT2	489	3140	527	102	240	847	27	79	87	57	74	88	144	25	54
ERO1B	527	506	626	389	130	399	224	391	354	373	556	68	74	118	143
MAP10	232	191	212	106	43	161	105	101	108	145	173	44	49	77	98
EXOC8	393	435	384	164	78	324	489	540	514	590	742	134	136	425	449
LRRTM3	0	1	0	3	16	2	0	0	0	0	0	85	119	0	0
DNA2	187	167	237	182	93	133	44	12	4	30	64	157	150	7	10
MICU1	1162	1683	1393	758	299	1291	1151	1551	1283	1121	1450	178	195	766	880
PLAU	110	158	156	74	47	84	630	2017	1777	1418	1889	150	201	4356	4919
PLAC9	2	0	4	3	1	5	164	217	215	150	173	18	28	340	346
BLNK	1126	926	1139	1104	337	864	7	0	1	29	48	114	120	0	2
CD2H10orf62	0	6	2	1	2	0	2	4	2	0	2	11	29	0	1
GBF1	1553	1256	1270	1054	393	924	1818	2061	1656	2166	2905	625	610	1490	1477
CFAP43	4	3	6	3	38	3	69	126	82	38	49	115	226	30	62
GSTO2	19	16	28	43	21	20	23	28	22	33	41	81	106	14	15
SMNDC1	941	846	876	740	245	650	289	333	239	343	594	134	111	247	241
TECTB	2	4	1	0	5	1	0	0	0	0	0	79	93	0	0
HABP2	1	1	0	2	11	0	0	0	0	0	0	191	246	0	0
CASP7	1049	847	1051	496	269	805	211	261	216	332	387	57	84	115	156
PNLIPRP1	1	1	2	0	5	0	0	0	0	0	0	76	167	0	0
CD2H10orf120	0	0	0	1	3	0	0	0	0	0	0	28	36	0	0
EEF1AKMT2	638	542	478	456	130	351	460	498	443	556	711	163	148	315	435
ADGRA1	3	6	4	3	18	3	79	122	97	63	83	47	35	133	128
ZNF10	412	358	303	135	64	187	83	112	73	123	175	109	123	45	66
GOLGA3	1067	790	841	597	283	671	1518	1769	1459	1985	2677	309	282	1341	1397
ANKLE2	1223	1072	1141	849	330	861	1333	1554	1272	1409	1775	380	329	1005	1079
PIWIL1	41	11	13	31	25	10	1	0	0	0	0	121	155	0	0
CD3H12orf65	49	27	38	33	13	28	39	62	70	41	58	41	71	37	38
KNTC1	368	346	429	348	201	412	148	71	63	148	181	302	246	28	44
CCDC63	28	15	24	2	14	14	5	3	3	11	10	103	84	6	5
RPL6	25474	25659	29266	17241	5373	19240	22891	21867	18206	25480	32114	1438	912	15674	18052
OAS1	480	2762	771	90	318	1232	46	85	78	66	95	50	66	78	65
OAS2	534	2000	936	79	299	785	963	1445	1203	964	1173	128	166	872	1026
RITA1	156	119	128	40	42	86	1122	1158	1019	1252	1459	28	34	661	777
SRSF9	761	666	687	531	176	543	619	686	586	793	1075	129	104	470	619
CRYBB3	3	2	1	4	9	1	0	0	0	1	0	36	27	0	0
CRYBB2	0	1	1	1	4	0	1	0	0	0	0	39	46	0	0
CRYBA4	1	0	1	1	2	0	3	0	0	1	1	61	44	0	0
THOC5	684	489	456	437	174	409	545	647	567	824	1067	255	232	410	553
OSM	635	1343	744	805	94	807	12	6	3	10	8	149	166	3	4
SELENOM	43	26	43	18	14	25	5407	7291	6495	7040	8607	38	79	6858	7778
PIK3IP1	727	1046	610	179	132	561	447	1049	910	325	432	118	131	444	486
LOC101092550	78	71	159	40	36	44	124	54	56	0	3	79	65	597	706
SELPLG	4272	4855	4777	1748	640	2337	23	20	13	19	17	131	114	11	18
GLTP	512	679	684	244	123	450	1473	956	765	1355	1754	114	92	652	806
ESS2	377	296	335	172	99	254	476	589	514	662	745	144	146	452	461
ZNF74	90	73	61	72	47	58	54	138	105	83	85	66	99	40	36
THAP7	295	215	266	148	73	206	202	219	201	224	276	91	55	124	184
PI4KA	3156	2679	3227	2816	899	2701	2828	3509	2926	3645	4945	603	617	2780	2893
SERPIND1	28	9	14	47	13	6	4	2	7	3	3	104	100	5	4
CHMP1B	1327	1249	1374	810	302	1019	838	1111	906	1032	1559	97	81	797	869
LRRC30	3	2	1	1	5	1	0	0	0	0	0	21	40	0	0
TAF4B	2398	2424	1909	1208	563	1651	150	174	145	158	209	128	136	88	146
DSC3	16	15	42	1	12	10	809	979	767	117	127	98	171	389	417
KLHL14	795	281	504	650	129	387	1	0	0	1	0	126	162	0	0
KIAA1328	430	462	221	223	108	196	223	203	194	297	359	212	270	115	138
HAUS1	172	157	150	91	45	139	265	369	323	470	701	88	71	321	379
CXXC1	1752	1525	1581	668	281	1222	610	705	602	771	958	242	205	443	556
OMD	7	8	13	6	8	9	1028	2134	1674	1111	1369	28	29	483	528
LOC101094382	0	1	2	0	9	0	0	0	0	0	0	23	52	0	0
S1PR3	0	3	4	7	9	1	65	256	245	15	22	50	37	43	56
PDCD1LG2	131	268	200	78	56	124	55	70	46	37	57	131	188	31	35
CD274	149	508	164	53	60	204	243	260	213	442	643	146	133	84	95
FAM189A2	33	50	31	15	11	22	20	3	4	12	17	72	67	8	10
ANXA1	2097	1725	3372	1344	566	1437	9393	16024	12889	9058	12200	214	131	10037	12252
FRMD3	2	1	1	2	8	2	9	5	3	3	2	174	152	12	6
GKAP1	82	62	63	45	19	33	98	139	128	144	231	72	82	164	227
LOC101091908	232	358	285	114	55	205	551	712	528	478	694	57	71	491	573
SAXO1	0	0	1	1	10	1	1	0	0	0	0	43	52	0	0
IZUMO3	1	1	0	0	8	2	0	0	0	0	0	41	40	0	0
CAAP1	369	412	368	253	77	330	372	395	324	417	500	45	50	275	341
DDX58	2970	6194	2735	722	1101	3440	206	400	322	217	313	183	143	286	329
ACO1	471	343	518	258	115	294	1447	1511	1198	1353	1815	186	232	1264	1480
B4GALT1	4422	5180	5581	2910	1140	4015	3583	4947	4215	4742	5802	209	183	3504	4421
UBAP2	659	639	653	398	197	387	531	617	526	873	1012	398	381	450	556
FAM205A	10	5	7	9	16	5	2	3	3	2	2	117	129	2	0
STOML2	676	588	618	346	132	487	1293	1579	1282	1467	1826	112	109	836	941
CD4H9orf131	52	39	44	40	35	12	34	20	19	48	36	192	204	20	21
SPAG8	53	47	66	23	16	33	43	22	20	24	33	60	72	18	17
FBXO10	7	2	3	2	11	4	58	85	62	143	184	106	132	87	83
TRMO	215	180	184	101	48	89	83	121	98	159	161	90	78	58	62
TBC1D2	83	61	74	47	48	51	57	108	107	266	292	99	130	36	54
COL15A1	58	46	43	25	39	38	10353	19555	16470	8352	10497	475	512	5127	6277
ALDOB	2	2	0	0	13	1	4	8	2	1	1	61	80	7	2
LOC102902407	1	0	1	0	2	0	0	0	0	0	1	30	47	0	0
FSD1L	35	53	85	62	21	49	604	886	627	732	954	87	104	495	621
ELP1	1299	896	876	493	221	761	1682	2128	1796	1722	2252	335	363	897	1074
INIP	455	464	445	244	87	312	411	491	394	393	536	87	84	244	286
AKNA	11473	8067	9044	5472	2531	6680	926	974	801	1185	1369	1326	878	381	459
LOC102901472	182	165	219	130	60	105	199	158	167	229	272	98	133	95	121
PTGS1	541	648	500	316	171	579	15302	9496	7948	5122	5799	149	188	17555	21051
ENG	187	117	108	111	47	92	308	118	112	375	527	137	169	414	369
DPM2	237	274	292	194	68	173	386	510	458	511	554	70	58	409	453
LOC101091317	0	0	0	0	3	3	2	0	1	1	2	18	58	1	0
GOLGA2	1580	1259	1364	654	236	972	2921	2918	2695	3262	3739	367	258	1829	2164
PTGES	0	0	0	0	5	1	505	186	189	197	228	36	57	151	174
OLFM1	0	2	5	2	9	1	642	1088	1023	560	658	57	54	875	961
MYMK	2	0	2	4	10	2	0	0	1	0	1	22	30	0	0
SURF2	111	91	99	59	31	94	98	155	95	145	161	8	18	97	99
EGFL7	1140	3345	1966	1262	434	2081	243	234	265	237	240	17	12	266	324
ACADVL	1750	1382	1803	990	351	1417	2065	2380	2205	2168	2487	325	187	2163	2519
ELP5	717	657	703	367	111	511	423	516	482	586	627	98	91	383	376
KCTD11	60	55	55	23	19	45	367	376	341	486	517	35	35	265	365
PIRT	5	3	5	9	9	4	5	2	2	3	1	95	88	8	3
ZNF624	1665	1542	1554	1061	398	1194	221	300	191	368	549	204	171	166	209
ALDH3A1	0	0	0	1	6	2	2	3	6	1	3	64	51	1	4
DRC3	15	8	6	11	9	4	140	206	180	158	184	58	79	96	102
PLD6	53	23	51	52	29	26	30	25	13	24	30	57	90	12	44
ASPA	12	37	16	2	7	6	24	0	0	26	18	80	108	52	44
LOC101082275	1	0	0	0	4	1	0	0	0	1	0	44	48	0	0
LOC101082530	1	0	1	0	4	1	0	0	0	0	0	14	23	0	0
LOC102899079	1	0	0	2	3	2	0	0	0	0	0	30	31	0	0
SRR	233	245	232	125	41	151	301	292	238	213	310	46	46	132	158
RTN4RL1	36	15	11	2	16	11	6	10	3	3	0	88	106	3	4
RPA1	1806	1606	1784	840	343	1470	2829	6246	5169	3276	4236	409	307	1614	2009
TLCD2	0	0	2	0	7	1	3	12	8	4	8	68	46	12	11
RILP	228	164	236	172	58	181	50	52	34	26	32	45	59	58	86
TUSC5	1	1	2	1	9	1	1	0	0	0	2	62	78	0	0
BLMH	118	126	111	81	47	85	468	577	450	720	814	98	116	292	337
SSH2	5252	3949	4541	3178	1334	3236	722	832	618	794	996	488	507	1092	1196
OMG	20	25	22	23	7	14	3	8	2	6	1	28	41	0	2
TEFM	65	145	85	49	28	76	185	202	154	238	301	50	57	106	122
CCL16	2	0	0	0	4	3	0	0	0	0	0	48	39	0	0
DUSP14	89	68	67	37	22	35	368	280	282	433	541	22	18	342	406
AATF	486	586	470	245	84	356	911	944	789	1204	1469	311	260	516	637
TSPOAP1	454	296	269	174	110	197	60	104	100	51	62	367	314	53	64
AKAP1	581	480	452	296	103	371	342	600	549	575	772	212	182	392	431
ERBB2	83	80	51	36	37	52	1709	2389	1996	2174	2526	210	229	1831	2042
SKAP1	706	848	493	188	140	413	1	1	1	1	4	370	300	1	0
LASP1	3466	2954	4276	1867	691	2523	8847	8458	7414	7024	8489	1323	872	7832	9287
IKZF3	3448	2258	2644	3831	1076	1956	0	0	0	0	0	880	588	0	0
CASC3	2545	2318	2149	1350	508	1711	854	820	729	1050	1416	569	411	598	711
TNS4	2	1	3	2	15	1	23	5	10	17	25	126	171	7	7
KRT222	27	18	11	22	12	20	1	3	2	4	1	32	19	0	0
LOC101083308	3	0	2	1	5	1	0	0	0	0	0	44	53	0	0
TTC25	12	7	25	11	13	13	18	16	11	10	21	168	221	19	18
DHX58	743	1719	853	219	390	1200	31	69	42	14	24	158	165	58	40
HSPB9	24	29	24	14	11	10	19	22	17	20	21	92	91	12	11
RPL27	10079	9586	12206	7266	2463	8060	7581	7524	6486	8652	11090	582	350	5508	6284
IFI35	529	913	559	193	154	689	250	355	307	332	396	103	96	208	229
LOC102902071	0	0	0	1	1	0	0	0	0	0	0	20	30	0	0
HSD17B1	195	126	193	121	37	111	208	262	218	184	195	11	7	92	120
ARL4D	0	1	3	1	4	0	33	47	36	23	35	59	31	94	76
CE1H17orf105	2	0	3	1	10	1	0	0	0	0	0	50	82	0	0
CE1H17orf53	73	67	74	43	24	53	16	7	10	22	26	119	169	16	22
CCDC103	14	12	5	7	5	8	11	17	20	22	16	44	38	8	7
KIF18B	17	17	22	15	21	14	15	0	0	6	8	139	193	0	1
LOC102899173	443	521	390	338	247	318	47	19	19	80	104	2175	2710	3	13
DDX42	1891	1645	1693	1073	405	1188	1536	1587	1362	1867	2265	460	361	935	1137
ABCA6	1366	761	1781	339	623	656	1168	190	175	1368	1862	218	266	1858	2136
GPRC5C	39	28	45	18	28	21	211	242	230	2005	2208	102	143	109	105
LOC101088964	39	73	34	29	18	19	0	0	0	0	0	29	36	0	0
LOC101089223	176	43	173	138	46	94	0	0	0	0	0	14	10	0	0
LOC101089477	7	9	12	16	9	13	0	0	0	0	0	41	51	0	0
SLC9A3R1	1249	1150	1210	1021	298	838	245	181	172	229	377	414	276	238	206
SMIM5	14	13	16	11	5	14	2	3	0	0	2	28	47	0	0
UNC13D	4673	4082	4920	2193	1060	3880	59	58	43	51	59	281	305	69	74
WBP2	1506	1521	1748	1338	421	1574	470	697	594	739	1012	226	173	512	616
TRIM65	388	297	308	174	64	224	89	122	111	111	113	36	46	114	118
MYADML2	3	3	3	2	17	3	0	0	0	0	0	53	18	0	1
HEXDC	210	136	199	98	41	91	114	96	110	106	123	117	107	71	101
ZNF584	308	290	227	108	68	163	148	143	108	167	189	259	275	86	105
ZNF8	575	435	421	269	118	382	212	242	233	244	329	144	108	126	158
CE2H19orf18	7	6	6	5	2	0	16	18	17	22	23	48	33	5	8
LOC101093727	2742	2429	2309	1319	485	1445	779	936	769	900	1158	59	72	503	657
LOC101098592	180	179	161	83	42	134	123	182	149	159	235	100	77	103	97
ZNF772	471	390	338	221	93	264	278	347	267	305	368	119	167	144	135
SMIM17	7	13	18	20	6	1	16	27	23	82	82	17	23	27	33
TNNT1	3	6	3	6	9	2	0	4	3	18	14	84	71	70	64
RDH13	92	92	70	67	30	66	299	393	351	285	266	82	69	163	229
LOC101093312	310	292	560	99	42	226	1	0	0	1	2	157	171	0	0
RPS9	8925	7358	10434	5922	2126	7056	7466	8700	7792	8347	9595	808	553	5245	5859
PRKCG	16	14	23	15	27	8	3	10	2	2	3	189	224	7	9
ZNF175	1715	1495	1632	1063	410	1267	256	395	339	347	389	141	102	220	196
LOC101095701	8	6	1	1	9	4	0	0	0	0	0	122	142	0	1
LOC101096188	411	212	626	161	123	279	0	0	0	0	0	46	57	0	0
KLK11	8	4	2	1	26	3	0	1	0	1	0	87	89	0	0
LOC102899129	8	7	3	7	33	2	2	1	0	0	0	101	121	0	3
MYBPC2	298	81	287	303	157	189	1	10	10	4	10	208	196	1	1
NR1H2	1528	1241	1456	622	263	1059	1004	1052	957	1069	1214	127	121	676	822
IL4I1	43	54	54	40	27	34	22	53	50	12	14	62	80	5	6
ATF5	53	63	33	15	14	29	303	741	654	299	304	25	7	89	104
TULP2	52	44	75	14	16	25	7	10	10	14	11	133	162	5	17
LOC102900416	0	2	3	3	7	1	0	0	1	2	0	76	76	0	0
SPACA4	1	1	0	0	6	0	0	0	0	0	0	6	3	0	0
C5AR2	49	22	35	27	16	19	21	3	0	0	0	35	47	15	20
C5AR1	1164	2459	2037	1102	420	1461	2	2	0	1	2	53	46	1	0
LOC101091323	58	131	53	20	15	30	683	555	454	897	1125	39	28	127	134
FBXO46	398	343	315	223	100	260	72	108	98	134	133	69	65	64	84
PPM1N	129	186	77	23	50	91	8	10	5	15	25	122	129	6	6
ERCC1	142	149	210	95	47	113	496	484	513	858	884	103	86	406	400
ZNF180	355	265	321	179	74	180	150	189	145	209	230	81	74	124	129
KCNN4	220	132	321	183	78	141	84	131	111	44	60	172	160	85	93
IFGGE	3	2	1	1	4	1	0	0	0	0	0	33	30	0	1
PHLDB3	174	186	212	74	46	136	455	724	678	542	579	151	174	486	549
LYPD3	148	51	142	79	32	52	4	18	8	11	6	48	79	8	8
TMEM91	28	40	47	20	10	41	11	8	6	10	10	44	38	4	4
ZNF585A	525	445	447	298	131	306	211	193	155	248	281	167	175	125	151
ITPKC	230	211	231	148	50	160	364	474	484	464	539	81	70	250	313
LOC101091983	1	1	0	1	3	1	0	1	0	0	0	6	6	0	0
MAG	136	125	131	66	35	65	14	4	3	8	11	72	82	37	39
SBSN	22	33	14	13	20	27	10	8	6	10	6	98	86	2	6
TMEM147	719	815	782	393	134	594	1084	1424	1296	1578	1800	45	35	1327	1500
SDHAF1	589	807	540	307	95	522	224	278	228	203	283	67	51	95	102
SYNE4	46	32	52	21	17	35	41	48	36	52	62	24	41	22	35
THAP8	43	48	29	50	23	31	45	61	54	50	44	84	72	19	26
WDR62	55	43	55	32	40	40	21	2	6	21	31	325	377	4	2
CEP89	190	148	237	134	50	131	501	558	458	630	848	156	125	331	324
TDRD12	30	19	27	12	28	15	2	2	0	1	0	132	183	3	1
ABCC12	3	1	3	4	12	4	0	0	0	0	0	302	359	0	0
CNEP1R1	592	537	531	358	161	350	632	690	538	738	1012	75	75	453	570
CFAP20	488	500	519	275	89	361	303	308	260	377	435	91	101	220	238
CCDC113	9	2	4	2	5	2	0	3	4	7	15	47	80	3	6
CDH5	58	89	40	45	28	65	2	3	0	0	1	133	181	0	0
LOC109491355	85	83	82	16	40	78	8	13	14	28	17	103	141	19	23
B3GNT9	88	58	69	46	18	35	526	581	556	687	818	56	82	230	257
EXOC3L1	591	528	550	288	99	407	69	61	78	104	131	211	219	56	54
TPPP3	21	30	33	11	11	14	100	74	81	206	240	17	16	38	50
LRRC36	15	17	13	5	20	12	65	138	112	50	75	163	205	8	7
CENPT	15	30	33	16	15	15	27	6	3	15	30	122	146	3	13
CTRL	16	8	27	14	12	19	13	6	7	4	9	44	74	1	7
LOC102900682	221	133	185	183	90	152	2	1	1	2	4	149	112	0	1
LOC101083640	2555	1923	2859	1013	522	1732	6326	8920	7680	7636	10857	223	191	7169	8492
PDF	197	167	171	64	30	131	60	118	101	94	146	41	22	86	97
LOC101095392	6	1	1	1	14	2	1	0	0	0	0	67	81	0	0
WDR59	946	932	794	403	175	540	452	361	314	442	574	300	233	260	313
GABARAPL2	2724	2316	2781	1458	708	2466	625	753	657	635	922	131	85	540	671
CLEC3A	1	0	0	0	2	0	0	0	0	0	0	32	31	0	0
MBTPS1	2694	2641	2416	1458	621	1878	4321	4642	4121	4878	5867	326	193	3030	3671
KLHDC4	404	251	284	138	59	226	361	404	352	441	534	97	97	257	306
LOC101091745	1624	1053	2059	1060	559	1074	504	250	221	320	324	57	63	367	468
SPATA2L	147	123	136	78	33	112	51	51	48	60	56	43	35	36	48
CHMP1A	3121	2061	2851	1083	434	2271	1210	1343	1229	1449	1574	107	94	988	1075
TMEM184A	174	30	48	26	47	74	14	14	12	17	22	57	62	10	11
ANKRD61	23	7	10	20	9	11	3	6	1	2	6	68	66	0	0
LMTK2	893	1004	790	781	309	565	432	562	449	639	778	210	203	303	342
ZNF789	203	142	185	96	38	87	33	51	25	57	72	112	138	23	24
ZKSCAN5	295	302	257	127	84	182	393	429	338	370	512	179	214	219	300
AZGP1	14	28	11	3	7	20	24	39	30	41	52	60	77	36	46
MCM7	1940	1725	1789	1173	390	1343	572	501	457	588	755	455	317	219	296
LOC101100432	91	54	68	60	26	46	40	39	40	33	22	90	117	19	40
MOGAT3	0	2	2	0	3	1	0	0	0	0	0	49	99	0	0
ALKBH4	196	165	198	103	53	183	382	417	377	494	520	83	88	375	412
CLDN4	13	100	20	22	16	48	1	0	1	0	0	25	20	0	0
NUPR2	264	289	332	187	75	226	224	547	455	422	573	14	21	219	338
ITGAX	1411	677	1974	631	470	1107	57	1	0	143	142	305	313	6	12
LOC101085424	357	344	346	160	66	217	254	235	223	277	385	175	163	131	183
ITGAL	3232	2422	3274	1840	881	1727	2	1	0	0	2	951	897	0	0
SPN	2274	2396	2717	976	430	1642	1	1	0	0	0	279	212	0	0
CDIPT	1527	1486	1492	669	303	1159	1369	1482	1441	1585	1795	161	125	1537	1749
HIRIP3	217	237	184	53	42	141	85	100	84	94	99	218	232	81	102
DOC2A	3	3	2	0	4	1	3	1	0	2	1	63	37	0	0
LOC101090225	5890	5549	6207	3261	1125	4339	16449	16288	13874	19367	23893	1049	811	9249	9858
ATXN2L	1206	686	851	942	333	576	469	402	352	568	697	775	555	212	275
LYRM1	342	397	366	226	80	221	229	517	365	517	631	100	133	183	209
GPRC5B	2	2	9	6	13	1	1327	3645	3142	1601	2076	164	177	1804	2077
OTOA	1	4	3	4	24	7	0	3	4	0	1	270	334	2	4
UMOD	2	3	0	2	9	1	1	0	0	1	0	86	114	0	0
TNFRSF17	315	296	333	285	69	250	1	0	1	0	0	29	35	1	1
GRIN2A	10	5	8	5	55	7	0	1	3	1	0	375	412	0	0
ANKS3	248	189	210	136	73	177	520	471	444	568	677	136	120	228	293
TFAP4	346	322	230	154	59	201	69	77	73	120	131	148	137	34	51
SRL	22	18	25	29	25	23	8	11	14	12	9	141	182	7	3
ZNF200	282	253	228	98	49	127	217	234	170	259	351	161	161	144	156
BRICD5	67	53	56	47	30	70	134	128	160	125	142	26	31	101	135
NTHL1	388	272	295	143	56	226	255	332	341	252	278	83	75	251	293
FAHD1	221	216	235	140	41	165	413	383	329	500	666	31	29	226	320
CHTF18	113	104	85	53	34	76	35	19	14	30	49	94	61	15	24
WDR90	721	525	656	278	143	496	393	284	306	288	328	160	159	202	239
SNRNP25	197	242	196	104	41	186	856	1138	919	904	1119	107	102	543	611
CF1H1orf100	3	1	0	1	3	0	0	0	0	0	0	16	22	0	0
CHML	2337	1485	1794	1151	356	1400	747	689	490	1269	1683	112	92	402	503
GORAB	334	336	310	135	64	246	1130	891	736	928	1334	58	73	539	669
MROH9	1	2	6	3	21	4	0	0	0	0	0	88	127	0	0
PRRC2C	4554	2806	3712	3522	1280	2075	1899	2141	1572	2334	3190	2021	1478	1277	1384
CF1H1orf105	9	4	8	8	14	12	13	22	6	13	18	88	154	1	3
TNFSF18	4	1	2	2	9	1	380	116	75	373	472	28	41	5	19
RABGAP1L	5072	5847	4609	2588	1042	3254	2209	2447	1914	2096	2728	1097	869	1834	2213
TEX35	2	0	1	4	7	5	0	0	0	0	1	42	71	0	0
RNASEL	1079	1731	699	245	284	971	778	1015	860	551	741	177	217	775	939
CACNA1S	2	3	6	5	35	6	0	0	0	0	0	343	408	0	0
LOC101094897	343	69	392	187	159	225	0	0	0	0	0	88	110	0	0
TNNI1	3	3	1	3	5	3	0	4	1	2	2	118	127	2	3
LMOD1	12	6	3	4	28	4	951	1186	971	3020	3402	108	104	1731	2216
MYBPH	0	0	0	2	5	3	6	6	7	3	2	75	44	8	19
FMOD	4	2	2	3	10	1	3215	1617	1513	11381	14927	79	124	152	177
ETNK2	401	218	433	85	72	137	282	448	361	377	472	79	79	195	243
PPP1R15B	4583	4483	4376	2614	1054	3791	5754	5829	5033	9144	11059	239	205	1969	2697
SLC30A1	861	1035	842	328	218	637	2438	3036	2399	3100	4346	37	40	1756	2194
PIGR	50	34	32	30	21	25	0	0	0	0	1	221	247	0	0
PBX1	642	702	486	375	193	460	1086	924	749	917	1042	129	142	335	354
DDR2	14	8	21	7	31	5	7969	9818	8015	8073	11099	303	355	6243	7103
LY9	1741	1787	1509	933	336	1110	8	4	2	0	0	124	174	0	0
SLAMF7	128	133	162	124	28	53	1	0	0	0	0	99	76	0	0
FCER1A	33	447	61	297	50	234	0	0	0	0	0	40	40	0	0
GPATCH4	364	226	252	146	60	188	303	253	200	393	493	128	130	131	186
IQGAP3	78	57	76	52	58	36	68	33	26	80	95	434	340	7	19
LOC101097042	1	0	0	1	3	0	0	0	0	0	0	8	32	0	0
FCRL4	2308	1463	1725	928	470	1091	0	0	0	1	1	138	161	0	0
S100A12	3443	3059	2978	2224	1149	2512	0	0	0	0	0	16	16	0	0
TPM3	8503	7666	10204	5286	1916	6919	4548	3871	3219	4423	5934	2373	1461	3977	4873
SHE	102	117	111	19	25	42	6	11	7	3	8	58	55	2	1
CLVS1	8	21	14	6	8	28	42	36	25	19	23	70	63	13	17
ZC2HC1A	41	33	53	38	20	27	494	752	573	472	649	28	46	404	518
SLC7A13	0	0	0	1	3	1	0	0	1	0	0	44	50	0	0
DECR1	382	500	392	269	112	343	523	741	595	679	944	68	67	441	508
TRIQK	518	452	516	278	129	371	246	222	202	266	354	72	95	183	244
SDC2	22	12	95	25	19	31	9603	8782	7080	11901	15186	45	73	5559	6915
RPL30	8234	7757	10001	5205	1885	6610	7280	6103	4647	7956	10510	445	282	4447	5399
DCAF13	698	741	746	314	161	468	1322	1561	1219	1425	2046	102	94	840	1046
ANXA13	4	2	2	0	5	2	6	7	9	48	74	54	89	0	0
MTSS1	3383	5336	4187	3119	790	3337	13	14	16	17	11	187	195	11	24
